 -----------------------
 --- min_supp = 20 ---
 #SUP: 32 | #FI: ['going']
 #SUP: 32 | #FI: ["don't"]
 #SUP: 32 | #FI: ['and', 'the', 'virus']
 #SUP: 32 | #FI: ['and', 'the', 'from']
 #SUP: 32 | #FI: ['and', 'restrictions']
 #SUP: 32 | #FI: ['and', 'moderna']
 #SUP: 31 | #FI: ['very']
 #SUP: 31 | #FI: ['time', 'the']
 #SUP: 31 | #FI: ['this', 'with']
 #SUP: 31 | #FI: ['the', 'our']
 #SUP: 31 | #FI: ['the', 'corona']
 #SUP: 31 | #FI: ['that', 'from']
 #SUP: 31 | #FI: ['said']
 #SUP: 31 | #FI: ['phizer', 'for']
 #SUP: 31 | #FI: ['not', 'the', 'for']
 #SUP: 31 | #FI: ['have', 'with']
 #SUP: 31 | #FI: ['and', 'that', 'for']
 #SUP: 31 | #FI: ['and', 'still']
 #SUP: 31 | #FI: ['and', 'out']
 #SUP: 31 | #FI: ['all', 'this']
 #SUP: 30 | #FI: ['years']
 #SUP: 30 | #FI: ['think']
 #SUP: 30 | #FI: ['the', 'still']
 #SUP: 30 | #FI: ['that', 'they']
 #SUP: 30 | #FI: ['right', 'the']
 #SUP: 30 | #FI: ['news']
 #SUP: 30 | #FI: ['getting']
 #SUP: 30 | #FI: ['for', 'they']
 #SUP: 30 | #FI: ['data']
 #SUP: 30 | #FI: ['been', 'the', 'have']
 #SUP: 30 | #FI: ['and', 'the', 'people']
 #SUP: 30 | #FI: ['and', 'just']
 #SUP: 29 | #FI: ['want']
 #SUP: 29 | #FI: ['vaccination']
 #SUP: 29 | #FI: ['the', 'pfizer']
 #SUP: 29 | #FI: ['the', 'lockdown']
 #SUP: 29 | #FI: ['the', "it's"]
 #SUP: 29 | #FI: ['the', 'got']
 #SUP: 29 | #FI: ['that', 'will']
 #SUP: 29 | #FI: ['that', 'all']
 #SUP: 29 | #FI: ['stop']
 #SUP: 29 | #FI: ['people', 'this']
 #SUP: 29 | #FI: ['new', 'the']
 #SUP: 29 | #FI: ['more', 'are']
 #SUP: 29 | #FI: ['like', 'the']
 #SUP: 29 | #FI: ['here']
 #SUP: 29 | #FI: ['her']
 #SUP: 29 | #FI: ['for', 'people']
 #SUP: 29 | #FI: ['day']
 #SUP: 29 | #FI: ['covid', 'have']
 #SUP: 29 | #FI: ['but', 'not']
 #SUP: 29 | #FI: ['are', 'with']
 #SUP: 29 | #FI: ['any']
 #SUP: 29 | #FI: ['and', 'the', 'was']
 #SUP: 29 | #FI: ['and', 'had']
 #SUP: 28 | #FI: ['you', 'can']
 #SUP: 28 | #FI: ['two']
 #SUP: 28 | #FI: ['this', 'was']
 #SUP: 28 | #FI: ['they', 'this']
 #SUP: 28 | #FI: ['the', 'which']
 #SUP: 28 | #FI: ['the', 'most']
 #SUP: 28 | #FI: ['the', 'are', 'this']
 #SUP: 28 | #FI: ['that', 'the', 'not']
 #SUP: 28 | #FI: ['shot']
 #SUP: 28 | #FI: ['say']
 #SUP: 28 | #FI: ['same']
 #SUP: 28 | #FI: ['not', 'with']
 #SUP: 28 | #FI: ['much']
 #SUP: 28 | #FI: ['made']
 #SUP: 28 | #FI: ['health', 'for']
 #SUP: 28 | #FI: ['good']
 #SUP: 28 | #FI: ['covid', 'with']
 #SUP: 28 | #FI: ['covid', 'they']
 #SUP: 28 | #FI: ['another']
 #SUP: 28 | #FI: ['and', 'the', 'has']
 #SUP: 28 | #FI: ['and', 'the', 'all']
 #SUP: 28 | #FI: ['and', 'our']
 #SUP: 28 | #FI: ['and', 'more', 'the']
 #SUP: 27 | #FI: ['you', 'about']
 #SUP: 27 | #FI: ['world']
 #SUP: 27 | #FI: ['their', 'are']
 #SUP: 27 | #FI: ['that', 'with']
 #SUP: 27 | #FI: ['people', 'with']
 #SUP: 27 | #FI: ['not', 'they']
 #SUP: 27 | #FI: ['from', 'this']
 #SUP: 27 | #FI: ['for', 'will']
 #SUP: 27 | #FI: ['but', 'this']
 #SUP: 27 | #FI: ['booster', 'the']
 #SUP: 27 | #FI: ['antibodies', 'the']
 #SUP: 27 | #FI: ['and', 'when']
 #SUP: 27 | #FI: ['and', 'the', 'who']
 #SUP: 27 | #FI: ['and', 'after']
 #SUP: 26 | #FI: ['this', 'amp']
 #SUP: 26 | #FI: ['the', 'vaccines']
 #SUP: 26 | #FI: ['the', 'omicron', 'variant']
 #SUP: 26 | #FI: ['the', 'moderna']
 #SUP: 26 | #FI: ['the', 'covid', 'fake']
 #SUP: 26 | #FI: ['that', 'the', 'they']
 #SUP: 26 | #FI: ['that', 'been']
 #SUP: 26 | #FI: ['patients']
 #SUP: 26 | #FI: ['not', 'the', 'this']
 #SUP: 26 | #FI: ['moderna', 'pfizer']
 #SUP: 26 | #FI: ['lab']
 #SUP: 26 | #FI: ['have', 'from']
 #SUP: 26 | #FI: ['have', 'are']
 #SUP: 26 | #FI: ['every']
 #SUP: 26 | #FI: ['doses']
 #SUP: 26 | #FI: ['covid', 'all']
 #SUP: 26 | #FI: ['but', 'are']
 #SUP: 26 | #FI: ['are', 'all']
 #SUP: 26 | #FI: ['and', 'you', 'are']
 #SUP: 26 | #FI: ['and', 'why']
 #SUP: 26 | #FI: ['and', 'the', 'will']
 #SUP: 26 | #FI: ['and', 'the', 'their']
 #SUP: 26 | #FI: ['and', 'the', 'about']
 #SUP: 26 | #FI: ['and', 'pandemic']
 #SUP: 26 | #FI: ['and', "it's"]
 #SUP: 26 | #FI: ['and', 'corona']
 #SUP: 26 | #FI: ['and', 'also']
 #SUP: 25 | #FI: ['your', 'for']
 #SUP: 25 | #FI: ['will', 'this']
 #SUP: 25 | #FI: ['those']
 #SUP: 25 | #FI: ['the', 'them']
 #SUP: 25 | #FI: ['the', 'have', 'people']
 #SUP: 25 | #FI: ['the', 'have', 'are']
 #SUP: 25 | #FI: ['the', 'for', 'they']
 #SUP: 25 | #FI: ['the', 'being']
 #SUP: 25 | #FI: ['the', 'are', 'who']
 #SUP: 25 | #FI: ['that', 'vaccine']
 #SUP: 25 | #FI: ['that', 'the', 'will']
 #SUP: 25 | #FI: ['that', 'the', 'people']
 #SUP: 25 | #FI: ['really']
 #SUP: 25 | #FI: ['not', 'have']
 #SUP: 25 | #FI: ['more', 'the', 'than']
 #SUP: 25 | #FI: ['make']
 #SUP: 25 | #FI: ['immunity']
 #SUP: 25 | #FI: ['for', 'who']
 #SUP: 25 | #FI: ['for', 'has']
 #SUP: 25 | #FI: ['due']
 #SUP: 25 | #FI: ['don’t']
 #SUP: 25 | #FI: ['but', 'have']
 #SUP: 25 | #FI: ['are', 'about']
 #SUP: 25 | #FI: ['and', 'that', 'have']
 #SUP: 25 | #FI: ['and', 'for', 'are']
 #SUP: 25 | #FI: ['and', 'death']
 #SUP: 25 | #FI: ['and', 'covid-19']
 #SUP: 24 | #FI: ['weeks']
 #SUP: 24 | #FI: ['this', 'who']
 #SUP: 24 | #FI: ['the', 'world']
 #SUP: 24 | #FI: ['the', 'it’s']
 #SUP: 24 | #FI: ['the', 'first']
 #SUP: 24 | #FI: ['the', 'coronavirus']
 #SUP: 24 | #FI: ['that', 'the', 'was']
 #SUP: 24 | #FI: ['that', 'the', 'from']
 #SUP: 24 | #FI: ['that', 'omicron']
 #SUP: 24 | #FI: ['that', 'health']
 #SUP: 24 | #FI: ['please']
 #SUP: 24 | #FI: ['omicron', 'with']
 #SUP: 24 | #FI: ['not', 'vaccine']
 #SUP: 24 | #FI: ['not', 'the', 'you']
 #SUP: 24 | #FI: ['new', 'and']
 #SUP: 24 | #FI: ['more', 'for']
 #SUP: 24 | #FI: ['did']
 #SUP: 24 | #FI: ['care']
 #SUP: 24 | #FI: ['but', 'the', 'for']
 #SUP: 24 | #FI: ['but', 'that', 'the']
 #SUP: 24 | #FI: ['but', 'covid']
 #SUP: 24 | #FI: ['better']
 #SUP: 24 | #FI: ['are', 'vaccine']
 #SUP: 24 | #FI: ['and', 'the', 'omicron']
 #SUP: 24 | #FI: ['and', 'the', 'been']
 #SUP: 24 | #FI: ['and', 'that', 'you']
 #SUP: 24 | #FI: ['and', 'phizer', 'the']
 #SUP: 24 | #FI: ['and', 'know']
 #SUP: 24 | #FI: ['and', 'how']
 #SUP: 24 | #FI: ['and', 'health', 'the']
 #SUP: 24 | #FI: ['and', 'are', 'they']
 #SUP: 23 | #FI: ['you', 'know']
 #SUP: 23 | #FI: ['where']
 #SUP: 23 | #FI: ['vaccine', 'this']
 #SUP: 23 | #FI: ['under']
 #SUP: 23 | #FI: ['today']
 #SUP: 23 | #FI: ['this', 'about']
 #SUP: 23 | #FI: ['the', 'same']
 #SUP: 23 | #FI: ['the', 'covid', 'are']
 #SUP: 23 | #FI: ['that', 'the', 'covid']
 #SUP: 23 | #FI: ['spread']
 #SUP: 23 | #FI: ['says']
 #SUP: 23 | #FI: ['not', 'has']
 #SUP: 23 | #FI: ['not', 'from']
 #SUP: 23 | #FI: ['mental']
 #SUP: 23 | #FI: ['mask']
 #SUP: 23 | #FI: ['have', 'who']
 #SUP: 23 | #FI: ['ever']
 #SUP: 23 | #FI: ['covid', 'was']
 #SUP: 23 | #FI: ['covid', 'people']
 #SUP: 23 | #FI: ['case']
 #SUP: 23 | #FI: ['big']
 #SUP: 23 | #FI: ['are', 'why']
 #SUP: 23 | #FI: ['are', 'amp']
 #SUP: 23 | #FI: ['and', 'what']
 #SUP: 23 | #FI: ['and', 'were']
 #SUP: 23 | #FI: ['and', 'the', 'vaccine']
 #SUP: 23 | #FI: ['and', 'that', 'the', 'for']
 #SUP: 23 | #FI: ['and', 'only']
 #SUP: 23 | #FI: ['and', 'now']
 #SUP: 23 | #FI: ['and', 'can']
 #SUP: 23 | #FI: ['and', 'been', 'have']
 #SUP: 22 | #FI: ['your', 'this']
 #SUP: 22 | #FI: ['your', 'are']
 #SUP: 22 | #FI: ['yet']
 #SUP: 22 | #FI: ['virus', 'this']
 #SUP: 22 | #FI: ['virus', 'are']
 #SUP: 22 | #FI: ['the', 'very']
 #SUP: 22 | #FI: ['the', 'stop']
 #SUP: 22 | #FI: ['the', 'see']
 #SUP: 22 | #FI: ['the', 'omicron', 'are']
 #SUP: 22 | #FI: ['the', 'its']
 #SUP: 22 | #FI: ['the', 'into']
 #SUP: 22 | #FI: ['the', 'have', 'they']
 #SUP: 22 | #FI: ['the', 'for', 'all']
 #SUP: 22 | #FI: ['the', 'during']
 #SUP: 22 | #FI: ['the', 'data']
 #SUP: 22 | #FI: ['the', 'could']
 #SUP: 22 | #FI: ['the', 'been', 'has']
 #SUP: 22 | #FI: ['that', 'who']
 #SUP: 22 | #FI: ['that', 'the', 'has']
 #SUP: 22 | #FI: ['that', 'the', 'been']
 #SUP: 22 | #FI: ['rate']
 #SUP: 22 | #FI: ['quarantine']
 #SUP: 22 | #FI: ['pandemic', 'this']
 #SUP: 22 | #FI: ['not', 'virus']
 #SUP: 22 | #FI: ['have', 'vaccine']
 #SUP: 22 | #FI: ['give']
 #SUP: 22 | #FI: ['for', 'the', 'covid']
 #SUP: 22 | #FI: ['for', 'after']
 #SUP: 22 | #FI: ['days']
 #SUP: 22 | #FI: ['christmas']
 #SUP: 22 | #FI: ['children']
 #SUP: 22 | #FI: ['and', 'wuhan']
 #SUP: 22 | #FI: ['and', 'the', 'just']
 #SUP: 22 | #FI: ['and', 'that', 'are']
 #SUP: 22 | #FI: ['and', 'over']
 #SUP: 22 | #FI: ['and', 'not', 'are']
 #SUP: 22 | #FI: ['and', 'like']
 #SUP: 22 | #FI: ['and', 'into']
 #SUP: 22 | #FI: ['and', 'got']
 #SUP: 21 | #FI: ['you', 'the', 'this']
 #SUP: 21 | #FI: ['you', 'the', 'covid']
 #SUP: 21 | #FI: ['you', 'health']
 #SUP: 21 | #FI: ['while']
 #SUP: 21 | #FI: ['what', 'about']
 #SUP: 21 | #FI: ['well']
 #SUP: 21 | #FI: ['via']
 #SUP: 21 | #FI: ['the', 'virus', 'are']
 #SUP: 21 | #FI: ['the', 'think']
 #SUP: 21 | #FI: ['the', 'their', 'are']
 #SUP: 21 | #FI: ['the', 'his']
 #SUP: 21 | #FI: ['the', 'for', 'with']
 #SUP: 21 | #FI: ['the', 'for', 'was']
 #SUP: 21 | #FI: ['the', 'for', 'vaccine']
 #SUP: 21 | #FI: ['the', 'for', 'people']
 #SUP: 21 | #FI: ['the', 'even']
 #SUP: 21 | #FI: ['the', 'before']
 #SUP: 21 | #FI: ['that', 'what']
 #SUP: 21 | #FI: ['that', 'the', 'with']
 #SUP: 21 | #FI: ['that', 'the', 'all']
 #SUP: 21 | #FI: ['that', 'only']
 #SUP: 21 | #FI: ['that', 'more']
 #SUP: 21 | #FI: ['since']
 #SUP: 21 | #FI: ['she']
 #SUP: 21 | #FI: ['remember']
 #SUP: 21 | #FI: ['omicron', 'for']
 #SUP: 21 | #FI: ['not', 'was']
 #SUP: 21 | #FI: ['not', 'the', 'they']
 #SUP: 21 | #FI: ['not', 'people']
 #SUP: 21 | #FI: ['never']
 #SUP: 21 | #FI: ['more', 'the', 'are']
 #SUP: 21 | #FI: ['life']
 #SUP: 21 | #FI: ['last', 'the']
 #SUP: 21 | #FI: ['i’m']
 #SUP: 21 | #FI: ['health', 'mental']
 #SUP: 21 | #FI: ['has', 'this']
 #SUP: 21 | #FI: ['get', 'you']
 #SUP: 21 | #FI: ['end']
 #SUP: 21 | #FI: ['but', 'the', 'this']
 #SUP: 21 | #FI: ['anyone']
 #SUP: 21 | #FI: ['and', 'unvaccinated']
 #SUP: 21 | #FI: ['and', 'than']
 #SUP: 21 | #FI: ['and', 'lockdown']
 #SUP: 21 | #FI: ['and', 'for', 'this']
 #SUP: 21 | #FI: ['amp', 'with']
 #SUP: 21 | #FI: ['again']
